"TEMP","PRES","DEWP","RAIN","WSPM","CO"
27.3,1000.5,21.6,0,0.2,1200
27.4,1000.1,22.1,0,1.3,1300
27.4,999.7,22.1,0,1.4,1400
27,999.1,22.4,0,1.3,1300
26.2,999,22.7,0.1,1,1200
25.6,998.9,22.7,0,1.5,1200
25.5,998.8,22.6,0,1.3,1200
25.6,999.3,22.3,0,0.9,1200
24.5,1000.1,23.1,1.5,0.8,1200
24.1,1000.2,22.9,0.2,0.3,1100
24.5,999.9,23.1,0,0.9,1300
24.8,999.7,23,0.1,0.8,1300
24.4,999.4,23.2,0,1,1300
24.2,998.9,23.2,0.1,0.9,1300
24.1,998.4,23.2,0,1.2,1300
24.1,998.5,23.1,0,0.7,1300
24,998,23.1,0,0.7,1200
24.1,997.7,23.2,0,0.9,1100
24.2,997.8,23.2,0,0.9,1200
23.5,997.7,22.3,0.5,1.2,1200
22.9,997.7,21.9,5.5,2.1,1300
23.1,997.4,22.4,1,2,1600
23,996.9,22.3,3.2,1.8,2200
22.9,996.6,22.2,0.4,2.1,3200
22.9,996.6,22.2,0.5,1.5,3100
22.6,996.5,21.9,1.4,1.3,2600
22.6,996.6,21.8,1.9,1.5,2000
22.8,996.8,21.8,0.4,1.6,1600
22.9,996.9,22.1,0.6,1.5,1700
22.8,997.5,22,0.7,1.6,1500
22.8,998.1,21.8,0,1.4,1400
23.4,998.4,22.2,0,1.3,1700
23.6,998.3,22.4,0,0.8,2200
23.2,998.5,22.4,0,0.6,2300
23.2,998.8,22.5,0,0.5,2100
23.5,998.7,21.8,0,1.3,1900
24.5,998.6,21.6,0,1.2,1400
24.3,998.6,21.6,0,1.3,1300
24.7,998.9,21.2,0,2.2,1100
24.4,999.3,21.1,0,1.8,1000
24.4,1000.5,20.3,0,1.5,800
25,1000.7,20,0,1.7,800
26.8,1001.2,20.4,0,2,800
28.2,1001.9,20.5,0,2,700
29.1,1002.2,19.1,0,3.2,700
30,1002.1,19.4,0,2.3,600
30.5,1001.8,20.1,0,3.4,600
31.8,1001.7,18.7,0,3.3,500
32,1001.6,18.6,0,2.4,500
32.1,1001.4,19.4,0,2.6,600
32.5,1001.6,20.1,0,2.5,600
32.4,1001.5,20,0,1.8,600
31.7,1001.7,19.7,0,1.5,600
29.6,1002.6,23.1,0,2.3,800
28.2,1003.3,22.9,0,2,1100
27.5,1004.1,22.4,0,2.4,1200
27,1004.6,22.2,0,1.8,1100
26.7,1004.9,21.9,0,1.5,1100
26.3,1005.4,21.3,0,1.5,1200
25.8,1005.1,21,0,1.4,1400
24.1,1005.3,21.2,0,0.3,1400
24.1,1005.1,21,0,0.9,1400
23,1005.1,21.4,0,0.5,1400
23.3,1005,21.4,0,0.8,1400
23.3,1005.2,21.9,0,0.1,1500
23.9,1005.4,21.8,0,1.5,1500
26.5,1005.8,21.9,0,0.9,1800
27.6,1006.2,22.8,0,1.2,1600
27.8,1005.8,22.7,0,1.6,1400
29,1005.9,21.8,0,1.3,1200
29.8,1005.2,21.5,0,1.2,900
30.8,1004.8,18.9,0,1.1,800
31.5,1004.2,20.1,0,1.1,700
32.1,1003.5,19.4,0,1.3,700
32.5,1003.3,19.4,0,1.3,700
32.2,1002.6,19.8,0,1.2,900
30.8,1002.4,21.3,0,1.5,1000
29.7,1002.7,22.2,0,1.6,1100
29.1,1003.3,22.3,0,1.5,1100
28.4,1003.7,22.4,0,0.9,1100
27.6,1003.9,22.8,0,0.8,1100
26.1,1004,23.2,0,0.8,1100
25.7,1003.9,23.2,0,0.6,1100
25,1003.9,22.9,0,0.6,1100
24.7,1003.8,22.6,0,0.6,1200
24.2,1003.9,21.9,0,1.3,1200
23.9,1004,21.6,0,0.9,1300
23.5,1004.7,21.6,0,0.8,1400
23.5,1005,21.6,0,0.8,1200
25.4,1005.7,22.3,0,0.9,1100
27,1005.9,22.2,0,1.3,900
28.6,1006,22.4,0,1.7,800
29.9,1006.1,22.1,0,1,800
31.1,1005.7,22.1,0,1.2,800
32.2,1005.2,21.4,0,1.2,900
33.2,1004.9,22,0,1.8,900
33.9,1004.6,22.3,0,1.2,1000
33.8,1004.2,22.6,0,2.1,1000
33.4,1004.3,21.9,0,2.5,900
33.1,1004.5,21.3,0,1.7,800
32.3,1004.8,21.5,0,1.9,800
31.5,1005.2,21.9,0,2.1,900
30.8,1005.7,21.6,0,1.6,1100
29.8,1006.5,22.3,0,2.4,1300
29.1,1006.9,21.8,0,2.5,1400
28.4,1007.1,21.7,0,1.5,1900
28,1007.6,20.8,0,1.5,1800
27.4,1007.4,20.7,0,1.8,2600
27,1007.5,20.3,0,1,1900
25.2,1007.5,21.3,0,0.7,1300
24.2,1007.6,21.3,0,0.2,1500
24.6,1008.3,21.3,0,1.5,1200
24.3,1008.6,22,0,1.2,1400
26,1008.7,22.5,0,0.9,1900
28.2,1008.9,20.2,0,1,1500
29.4,1008.8,16.6,0,1.5,1100
30.7,1008.7,15.9,0,1.7,700
31.8,1008.2,16.9,0,2.2,600
32.3,1007.6,18.1,0,2.6,600
32.3,1007.1,17.8,0,2.9,600
33,1006.4,18.8,0,2,500
33.1,1006,19.2,0,2.3,500
32.7,1005.6,19.2,0,2.4,500
32.5,1005.4,19.7,0,2.7,500
31.8,1005.2,19.4,0,2,600
30.9,1005.4,19.3,0,2.3,700
30.3,1005.9,19.7,0,1.6,600
30.1,1006,19.5,0,1.4,600
29.6,1005.9,19.3,0,2.3,600
29.3,1005.7,19.9,0,2.3,600
28.2,1005.4,20.7,0,1.6,700
27.5,1005.3,20.6,0,2.4,700
27.1,1004.8,20,0,1.7,700
26.4,1004.5,20,0,1.6,700
26,1004.3,20.3,0,1.7,700
25.4,1004.1,20.9,0,1.2,700
24.6,1004.2,21.1,0,1,800
25.6,1004.1,21.7,0,1.6,900
27.4,1004.5,21.7,0,1.4,1000
28.9,1004,17.4,0,2,800
29.7,1003.8,16.8,0,1.8,600
29.5,1003.2,17.7,0,1.5,700
30.1,1002.7,17.9,0,1.9,700
30,1001.9,17.8,0,2,800
30.4,1001.5,18.2,0,1.4,900
30,1000.9,20.6,0,2.2,800
29.3,1000.7,21.3,0,0.8,900
28.9,1000.7,21.7,0,1.1,900
28.7,1000.6,21,0,1,900
28.2,1000.5,20.7,0,1.3,1100
28.1,1001,20.9,0,1.3,1200
27.2,1001.2,21.2,0,1.4,1100
26.9,1001.2,21.4,0,1.1,1200
26.4,1001,21.4,0,1,1300
26.5,1001,21.5,0,0.8,1300
26.1,1000.9,21.3,0,1.4,1300
25.7,1000.6,20.5,0,1.2,1100
24.8,1000.9,21.1,0,0.8,1000
25.1,1000.8,20.8,0,1.1,1000
24.7,1001,21.2,0,0.8,900
24.6,1001.3,21.3,0,0.8,900
25.4,1001.6,21.5,0,1.1,1000
26,1001.8,21,0,0.9,1100
27.4,1001.5,21.2,0,1,1000
28.4,1001.5,20.9,0,1.1,1100
28.4,1000.9,20.9,0,1.2,1000
28.9,1000.5,21.1,0,1.3,1100
30.2,999.9,21.6,0,1.2,1200
31,999.6,20.9,0,1.1,1300
31.5,999.1,21.9,0,1.1,1200
30.9,998.8,21.7,0,1.4,1300
30.6,998.8,21.7,0,1.5,1300
30.7,998.8,21.5,0,1.3,1300
30,999.1,21.9,0,1,1400
29.4,999.6,22.1,0,1,1500
28.5,999.9,22.7,0,0.8,1500
27.4,999.9,23.4,0,0.1,1400
27,999.3,23.7,0,0.8,1200
27.6,999.8,23.4,0,0.8,1200
28.2,1000.1,22.7,0,1.4,1300
29.8,1000.2,16.9,0,4.1,900
29.4,1000.6,16.2,0,3.6,400
29.2,1001.3,15.3,0,4.2,300
28.8,1002.1,15,0,2.8,300
28.4,1003,13.9,0,3.5,300
28,1004.2,14.3,0,2.5,300
27.8,1005,15.1,0,2.9,300
26.7,1007,14.1,0,4.9,400
26.7,1008.1,12.7,0,4.1,300
26,1008.9,12.4,0,4.1,300
27.1,1009,11.6,0,4.9,300
28.5,1008.8,11.1,0,3.5,300
29,1008.5,12,0,3,300
29.4,1008.4,9.5,0,3.9,300
29.2,1008.6,8.8,0,3.8,200
29,1008.9,8.1,0,3,200
28.2,1009.1,6.3,0,1.9,200
26.3,1009.7,6.3,0,1.7,300
24.9,1010.9,8,0,1.4,300
24.7,1011.5,6,0,1.5,300
21.4,1011.8,10.2,0,1.4,400
19.7,1012.3,10.7,0,0.9,400
19.6,1012.7,10.8,0,0.4,400
22.5,1012.8,6.7,0,1.6,400
18.9,1013.1,9.7,0,0.7,300
19,1013.1,8,0,1.5,300
20.5,1013.3,7.8,0,1.4,300
19.5,1013.4,8.2,0,1.3,300
18.2,1014.1,8.2,0,1.3,300
22,1014.4,8.5,0,1.2,300
23.5,1014.5,8.7,0,1.8,300
24.8,1014.2,7.9,0,2.1,300
26.5,1014.2,8.5,0,2.4,300
27.4,1013.6,9.2,0,2.1,300
28.3,1012.8,8.6,0,1.4,200
28.6,1012.1,4.8,0,2.3,200
29.4,1011.5,6.7,0,1.5,200
29.6,1010.8,5.6,0,2.3,200
29.6,1010.4,4.3,0,2.4,200
29.4,1010.3,6.1,0,1.7,200
28.7,1009.9,8.9,0,1.1,300
24.4,1009.8,11,0,0.3,300
26.4,1010.2,7.9,0,1.8,500
25.2,1010.4,9.1,0,1.3,500
24.3,1010.4,9.5,0,1.4,600
23.2,1010.4,10.9,0,1,600
20.5,1010.3,12.5,0,0.1,700
19.1,1009.9,13.1,0,1.1,800
18.1,1010,14,0,0.8,900
17.5,1010,13.6,0,0.6,800
18.5,1010.2,12.5,0,1.2,400
17.8,1010.4,13.1,0,1.1,400
21.2,1010.6,13.6,0,1.2,400
23.7,1010.5,13,0,1.2,600
25.5,1010.3,12,0,1.8,600
27.5,1010,8.4,0,1.8,500
29,1009.2,8.1,0,1.7,500
30.4,1008.4,8.2,0,1.8,400
31.3,1007.8,5.7,0,1.9,300
32.3,1006.7,3.3,0,1.4,300
32.3,1005.9,3.3,0,1.6,200
31.8,1005.6,6.8,0,2.3,300
25.9,1006.2,10.1,0.9,3.6,300
28.3,1006.2,9.6,0,1,400
25.4,1007,12.3,0,0.8,600
22.5,1007.4,15.1,0,0.6,700
22,1007.6,14.1,0,1.2,1100
25.6,1007.9,9.4,0,1.8,700
24.8,1008.1,7.4,0,1.1,500
23.3,1008.2,7.8,0,1.8,400
20,1008.4,12,0,1,400
18.3,1008.2,12.7,0,1.3,400
17.1,1008.4,12.8,0,0.9,400
16.6,1008.7,12.7,0,0.1,400
17.6,1009.1,11.8,0,1.1,300
17.1,1009.4,11.6,0,1.2,400
20.9,1009.8,13.6,0,1.2,400
24.1,1010,10.7,0,1.4,500
25.7,1009.9,10.7,0,1.9,500
27.8,1010,9.6,0,2.1,400
29.4,1009.5,8.4,0,2.7,400
30.8,1008.4,9.1,0,2.6,300
31.4,1007.7,6.4,0,3.1,300
31.6,1006.7,5.9,0,1.6,200
31.9,1006.3,7.5,0,2.2,300
32,1005.9,6.2,0,2,300
32.5,1005.8,6.6,0,1.1,300
31.4,1005.8,11.2,0,0.8,300
26.1,1006,12.5,0,1,400
28.7,1006.6,8.9,0,2.6,500
28.2,1006.7,9,0,2.3,500
27.1,1006.5,9.4,0,2.3,500
26.4,1006.3,10.5,0,1.5,500
23.1,1006.7,12.4,0,0.3,500
20.3,1006.7,13.3,0,1.2,600
20.7,1006.8,13.2,0,0.8,800
19.1,1007,13.5,0,0.9,900
20,1007.1,12.7,0,1.6,700
21,1007.5,11.9,0,1.5,400
20.9,1008,11.2,0,2,400
22,1008.8,12,0,1.9,400
23.3,1009.1,12,0,1.8,400
25.2,1009.5,12.4,0,2.3,400
27.4,1009.4,13,0,2.1,500
29.1,1009.3,11.6,0,2.4,500
30.6,1008.6,9.5,0,3,500
30.4,1008.2,8.7,0,3.3,400
30.9,1007.8,8,0,1.9,400
31.3,1007.3,8.9,0,1.8,400
30.1,1006.8,9.6,0,1.7,400
29.9,1006.9,9.4,0,1.2,400
29.2,1006.7,8.8,0,1,500
28.2,1006.7,9.9,0,1.1,500
27.1,1007,10.7,0,1,600
25.3,1007.2,12.5,0,0.5,700
24.1,1007.1,13.6,0,0.6,800
23.2,1006.9,14.2,0,0,700
22.4,1006.7,15,0,0,1000
21.3,1006.2,15.2,0,0,1100
21.4,1005.9,15.5,0,1.3,1000
21.2,1005.5,16.2,0,1,1100
20,1005.2,16.2,0,0.5,1100
20,1005.2,16.6,0,0.9,800
20.4,1005.3,15.2,0,1.1,500
22.2,1005.1,14.6,0,1.3,500
23.3,1004.9,14.6,0,1.8,500
25.4,1004.7,14.5,0,1.9,500
27,1004.3,14.4,0,1.8,500
28.5,1003.3,13.6,0,1.2,500
29.9,1002.3,12.8,0,2.1,600
31,1001.1,13.3,0,1.7,700
31.8,999.8,13.1,0,1.9,600
32.9,998.9,13.5,0,1.8,600
32.4,998.3,11.5,0,1.4,600
32.2,997.7,14.3,0,1.9,700
30.8,997.3,13.1,0,2.4,700
29.1,997.4,13.7,0,2.6,700
28.1,997.6,15.7,0,2.2,800
27.8,997.3,15.1,0,2.3,900
26.8,997,16.1,0,1.5,800
24.7,996.8,16.7,0,1.6,1000
23.1,996.6,16.6,0,1.2,1100
22.5,996.3,16.8,0,1,1200
21.5,995.9,16.5,0,1.2,1100
19.4,995.5,16.4,0,1.1,900
19.4,995.4,16.1,0,1.1,800
18.8,995.1,16,0,0.6,700
17.7,995.3,15.7,0,1,600
21.9,995.3,15.3,0,1,500
26.6,994.9,9.4,0,1.5,500
28.6,994.5,9.3,0,2.2,500
30,993.9,6.6,0,4.1,500
31.1,993.1,6.2,0,3.8,400
32.1,992,6.3,0,3.5,400
33.2,991.1,5.7,0,4.5,300
33.8,990.4,2.6,0,5,300
34.1,989.9,1.8,0,4,200
33.8,989.7,0.4,0,4.3,200
32.9,989.8,-0.3,0,3.8,200
31.9,990,-3.5,0,3.8,300
30.6,990.4,-4.5,0,3.6,300
29.8,991.4,-5.1,0,5.1,200
29.2,991.7,-4.3,0,3,200
28.6,991.3,-3.6,0,2.5,200
27.7,991.2,-2.2,0,1.1,300
26.9,991.2,-1.1,0,1.5,400
26.6,991.1,-2.2,0,2.3,300
26.5,990.6,-1.4,0,2.3,300
25.8,990.2,-1.1,0,2,300
25.7,990.1,-2,0,2.6,300
25.9,990.1,-1,0,2.9,300
25.6,990.6,-1.3,0,2.2,300
26.1,991.2,0.7,0,2.1,300
24.8,991.8,5,0,1.6,200
25.6,992.1,4.1,0,4.9,200
24.5,992.6,7.6,0,4.2,200
24.9,992.3,8.4,0,3.6,300
25.5,992.1,9.3,0,3.4,300
25.9,992,9.7,0,2.3,300
25.2,992.3,10.3,0,2.2,300
25,992.8,10.5,0,2.5,300
24.7,993.7,10.6,0,1.3,300
25,994.2,10.1,0,0.8,300
25.1,994.5,10.2,0,1.2,400
25.5,995.2,9.7,0,2.5,400
24,995.3,11,0,1.5,300
22.5,995.5,12.7,0,1.2,400
22.4,995.8,12.6,0,0.7,500
21.5,996.1,12.9,0,1.2,500
20.4,996.1,13.1,0,1,500
20.3,996.4,14,0,0.9,500
20.4,996.8,14.5,0,1,400
20,997,15,0,1.2,400
21.3,998,13.9,0,0.8,600
21.2,997.7,15.1,0,0.7,600
23,998.1,13.7,0,1.9,500
24.6,998,13.2,0,2.5,500
25.3,998.2,13.5,0,1.8,500
27.1,998.3,13.4,0,1.2,500
28.6,998.1,12.1,0,2.1,400
28.3,998.1,12.6,0,2.9,300
28.3,998,13,0,2.7,300
28.1,998,13.6,0,1.5,400
27.9,998.3,13.8,0,1.8,400
27.2,998.7,14.2,0,1.8,400
26.9,999.3,14.6,0,1.9,300
24.9,999.9,15.2,0,2.5,300
23.6,1000.7,15.9,0,1.8,400
22.7,1001.2,16.5,0,1.9,400
22.2,1001.5,16.5,0,1.1,500
21.3,1001.8,16.7,0,0.3,400
21.4,1002.1,16.8,0,0.2,500
21.1,1002.3,16.7,0,1.1,500
21,1002.4,16.8,0,0.5,400
21.4,1002.2,16.4,0,1.4,400
20.9,1002.3,16.9,0,1.2,400
20.9,1002.8,17.1,0,0.5,400
19.1,1003.2,17.2,0,1,400
21.7,1003.8,17.7,0,1.2,500
23.7,1003.9,17.2,0,1,600
25.5,1004,17.2,0,1.5,500
26.7,1003.9,16.6,0,1.9,500
27.8,1003.6,16.1,0,1.4,500
29,1003.3,15.5,0,1.4,500
30.4,1002.9,14.9,0,1.5,500
31.1,1002.4,15.1,0,1.5,500
31,1001.9,15.8,0,2.3,600
31,1001.7,15.8,0,1.7,600
30.4,1001.7,16,0,2.5,500
29.5,1002.2,16.3,0,2.4,500
28.6,1002.6,15.8,0,1.8,600
28,1003.5,16.3,0,1.6,600
27.7,1004,16.3,0,1.4,700
27,1004.3,16.6,0,1.1,800
26.2,1004.5,16.7,0,1.3,800
25,1004.6,17.2,0,1.6,900
23.8,1005.1,17.3,0,0.9,900
23.4,1005.2,18.3,0,1.8,900
23.6,1005.6,18.3,0,1.5,1000
22.8,1005.4,18.8,0,1.7,1100
22.9,1005.6,19.1,0,1.6,1500
22.3,1005.5,19.7,0,1.2,1500
22.3,1006.3,19.8,0,1.1,1500
23.3,1006.3,19.9,0,1.7,1800
24.9,1006.6,20.2,0,1.4,2000
26.2,1006.6,19.8,0,1.1,1800
28.4,1006.3,18.5,0,1.5,1400
29.3,1005.9,18.4,0,1.6,1100
30.1,1005.2,18.8,0,1.7,900
30.4,1004.5,17.5,0,2.7,700
29.5,1003.8,17.7,0,2.5,800
29.4,1004.5,17.2,0,2.1,700
29.4,1004.4,16.2,0,2.6,600
28.7,1003.8,16.3,0,1.4,600
28.3,1004.2,16.2,0,1.3,700
27.3,1005.4,17.8,0,1.2,700
27.1,1005.7,17.6,0,1.4,900
25.3,1006.5,19,0,2.2,1100
22.5,1006.9,16.8,0,3,900
21.3,1007.2,16.9,0,1.5,700
20.9,1007.3,16.5,0,1.6,700
20.6,1007,16,0,1.6,600
20,1006.9,15.6,0,1.3,500
19.8,1007,15.9,0,1.3,500
19.9,1007.1,16.1,0,1.1,500
19.3,1007.2,16.7,0,2.1,500
20.5,1007.6,16.7,0,1.3,600
21.8,1007.5,16.1,0,2.4,600
24.2,1007.4,17.4,0,1.9,600
26.5,1007.3,17.6,0,1.5,700
28.4,1006.8,16,0,1.6,700
29.5,1006.4,14.1,0,2.8,500
30.6,1005.8,12.9,0,3.2,400
31.4,1005.3,12.7,0,2.5,300
31.6,1004.6,12.4,0,3.2,300
31.8,1004.4,12.6,0,1.7,300
31.8,1004.4,12.1,0,1.4,300
30,1004.2,13.3,0,1,400
26.1,1004.4,16.4,0,0.4,500
27.1,1005.1,16.7,0,1.7,700
27.8,1005.4,17.3,0,1.9,800
27.4,1005.4,17.6,0,1.9,800
26.9,1005.3,17.7,0,1.2,800
24.1,1005.5,18.1,0,1.5,900
22.5,1005.5,17,0,1,900
21,1005.6,17,0,0.7,1200
20.4,1005.6,16.8,0,1,1000
20.9,1005.4,16.1,0,0.9,600
20.7,1005.3,15.9,0,1.2,400
20.4,1005.7,15.8,0,1.2,500
21,1005.9,15.8,0,0.9,500
23.2,1005.9,15.8,0,2.1,600
25.5,1005.9,15.2,0,2.1,600
27.9,1005.8,14.9,0,1.5,700
30.1,1005.3,14.2,0,3.2,800
30.9,1004.7,11.3,0,2.5,600
30.6,1004.3,11,0,2.2,500
30.4,1003.8,9.8,0,2.3,400
31.4,1002.9,8.4,0,2.1,400
31.3,1002.4,7,0,1.2,400
30.3,1002.6,8.7,0,1.2,400
24.5,1003.4,17,0,1.1,900
25.6,1003.4,16.7,0,1.5,900
28.2,1002.1,14.1,0,1.8,800
29.2,1001.5,14.6,0,1.6,700
30,1000.9,14.1,0,1.8,700
30.1,1000.3,13.8,0,1.5,700
30.1,1000,14.2,0,2.2,700
19.4,1003.5,15.5,4.8,8.9,600
20.8,1002.2,15.6,21.7,3.9,500
21.3,1002.3,16,0.6,2.5,700
19.2,1003.1,17.3,0,1.5,800
18.8,1003.2,17.6,0,1.1,700
18.8,1003,17.6,0,0,800
18.4,1002.5,17.4,0,0,1100
17.6,1002.2,16.8,0,0,1000
17.2,1002.2,16.4,0,0,1000
16.8,1002.2,16,0,0.6,1000
17,1002.7,16.4,0.1,0.8,1000
18.2,1003.1,16.7,0,0.4,900
20.8,1003.4,16.2,0,1.2,700
22.2,1003.7,16.7,0,0.9,700
24.9,1003.8,15.8,0,1,700
27.3,1003.3,14,0,1.3,700
28.4,1002.6,12.3,0,2,600
30.2,1002,11.7,0,1.5,600
30.9,1001.6,8,0,3.3,300
31.4,1001.2,7.1,0,3.6,300
31.3,1001,5.7,0,3.3,300
31.4,1001,7.1,0,1.4,400
29.7,1001.3,11.2,0,2.2,400
27.5,1001.8,13.4,0,2,500
27,1002.6,13,0,1.9,600
24.1,1003,15,0,0.5,700
24.3,1003.1,15,0,1.5,700
24,1003.2,15.2,0,1.4,700
22.7,1003.4,16,0,0.1,600
20.9,1003.3,15.7,0,1.4,600
19.3,1003.7,16,0,0.2,800
19.2,1003.6,14.7,0,1.2,600
19.1,1003.7,13.5,0,1.3,500
19.6,1003.8,13.3,0,2.2,500
18.1,1004.2,14,0,1.1,400
20.6,1004.8,14,0,1.5,400
23.2,1005.1,14.2,0,1.1,500
24.8,1005.2,13.7,0,2.1,600
26.8,1005.1,12.1,0,2.5,600
28.7,1005.2,10.4,0,2.3,500
29.5,1004.5,12,0,1.2,400
30.1,1004.1,10.6,0,3,400
30.6,1003.8,10,0,3.4,400
31,1003.5,9.2,0,3.3,400
31.4,1003.2,10.7,0,1.9,300
30.8,1003.4,10.2,0,2,400
29.8,1003.6,11.3,0,1.3,400
26.1,1003.7,13.2,0,1.2,500
25.4,1004.8,13.9,0,0.7,600
23.2,1004.9,15,0,0.2,700
21.7,1005.4,15.5,0,1,900
24.1,1005.7,13.9,0,1.9,600
22.8,1005.6,13.6,0,1.4,400
22,1005.4,13.4,0,1.3,400
21.5,1005.5,12.9,0,2,300
20.2,1005.6,12.7,0,1.6,400
20.2,1006,12.4,0,1.6,400
18.6,1006.4,12.6,0,0.8,400
21,1007,13.2,0,0.6,300
23.1,1007.3,11.8,0,1.1,400
24.6,1007.6,11.9,0,1.8,400
26.2,1007.3,11.5,0,1.8,400
27.7,1007,10,0,2,400
28.6,1006.4,11.6,0,1.7,300
29.1,1005.7,10.2,0,1.3,300
29.4,1005,11,0,2,300
30.8,1004.3,10.2,0,0.9,300
30.4,1004.1,10.4,0,1.5,400
29.2,1004.5,11.3,0,1.8,400
28.2,1004.7,11.7,0,1.3,600
27.6,1005.1,12.4,0,1.7,600
27,1005.9,12.6,0,1.2,600
25.6,1006.5,15,0,1.2,700
25.5,1006.7,15.8,0,1,900
24.5,1006.6,16.2,0,2,1300
24.3,1006.6,18,0,1.7,1500
23.7,1007,20.2,0,2.7,1600
23,1006.4,20.1,0,2.2,1500
19.7,1008.3,18.9,46.4,3.4,700
17.2,1008.4,16.4,0.5,1.5,600
19.2,1009,17.9,0.6,1.1,500
18.7,1009.2,17.5,0.2,1.2,700
19.6,1009.6,18.3,0,2.1,800
20.1,1010.3,18.8,0,1.2,800
20.4,1010.4,17.6,0,1.6,900
22,1010.5,17.1,0,2.2,800
23.6,1010.4,16.9,0,1.9,800
24.6,1010,15.2,0,2.1,700
24.9,1009.7,15.8,0,2.7,600
24.9,1009.1,16.6,0,2.7,600
24.5,1009,17,0,2.4,700
24.7,1009.1,16.4,0,2.3,800
23.3,1009.6,15.6,0,2.3,1000
22.5,1010.4,16.5,0,1.5,800
21.7,1010.8,16.9,0,1.3,1100
21.1,1011.4,16.3,0,1.3,1300
20.1,1011.9,15.9,0,0.8,900
19.1,1012.5,16.9,0,1,800
18.6,1012.8,16.7,0,0.3,900
18.4,1012.6,16.9,0,0.4,700
17.6,1012.8,16.5,0,0.2,700
18.2,1012.9,17,0,0,600
17.6,1013.1,16.6,0,0.3,600
18,1013.2,16.7,0,1,700
18,1013.2,16.7,0,1.2,800
18.5,1013.5,16.1,0,1.6,800
19.3,1013.8,16.3,0,1,800
20.6,1013.9,16.2,0,1.7,800
22.1,1014.3,16.6,0,1.5,800
23.9,1014.2,15.9,0,1.5,800
25.6,1011.7,16.2,0,1.4,700
25.1,1012.2,16.3,0,1.2,800
24.1,1013.3,16.9,0,1.1,900
23.6,1014,17.3,0,1.4,1000
24.1,1014.1,16.6,0,1.1,900
22.3,1013.9,18.3,0.2,1.1,900
21.8,1013.7,19.4,0,0.5,900
21.2,1013.9,18.2,0,2.2,1000
20,1013.8,18,0,1,900
19.5,1013.9,18.2,0,1,800
19.5,1013.7,18.2,0,1.3,900
19.4,1013.8,18.2,0,1.2,900
19.3,1014.6,18.3,0,1,1000
20,1015,19,0,0.9,1200
20.8,1015,18.7,0,1.3,1300
22.1,1015.2,18.7,0,1.4,1300
23,1015.2,19.4,0,1.5,1400
26.5,1011.9,17.8,0,2.1,1200
25.7,1012.2,17.4,0,1.2,1200
23.8,1012.7,18.2,0,0.8,1200
23.9,1013.3,17.9,0,1.2,1400
22.8,1013.6,18.1,0,1,1300
22.1,1013.6,18.5,0,0.8,1300
21.8,1013.7,19.2,0,0.9,1600
21.9,1013.5,18.9,0,1,1500
22.2,1013.2,18.8,0,1.2,1400
20.6,1012.9,18.5,0,0.5,1400
20.1,1012.8,18.8,0,1.4,1300
19.7,1013.1,18.7,0,0.3,1500
19.3,1013.1,18.5,0,0.5,1600
19.8,1013.4,19.1,0,0.8,1700
21,1013.7,19.5,0,1.4,1700
22.4,1013.7,19.8,0,2,1700
28.7,1011.5,17.6,0,3.2,1100
29.5,1010.6,17,0,2.4,700
29.35,1010,17.6,0,3.8,700
28.75,1010,17.5,0,3.3,800
28.425,1010,17.3,0,2,900
27.475,1011.25,18,0,1.3,800
27.075,1011.25,18.5,0,1.5,600
26.675,1011,18.3,0,1.5,1000
24.5,1012,18.4,0,1.4,800
23.175,1011,17.8,0,1.2,900
23.025,1011,17.8,0,1.5,1000
22.875,1011,17.2,0,1.4,1000
22.65,1011,17.4,0,0.9,900
22.275,1011,17.7,0,1.1,900
19.4,1011,18.2,0,0.5,800
18.9,1011.1,17.9,0,0.7,800
19.5,1011.6,18.7,0,0.8,800
21.9,1011.8,18.3,0,1.9,800
23.7,1011.8,18.6,0,2.1,800
25.1,1011.7,18.3,0,2.5,700
26.9,1011.2,18.5,0,1.2,700
28.2,1010.4,18,0,1.7,700
29.8,1009.8,17.3,0,1,600
30.2,1009,17,0,1.3,500
31.2,1008.5,15.2,0,1.2,500
31.2,1008.1,15.6,0,1.5,600
29.8,1008,17.9,0,2.4,800
28.8,1008.4,19.1,0,1.7,1000
27.6,1008.7,19.7,0,1.3,1100
25.4,1009.1,20.2,0,1.1,1200
24.3,1009.3,20.8,0,1,1300
24.4,1009.4,20.9,0,1,1500
24.5,1009.4,21.2,0,0.6,1400
23.4,1009.2,21.1,0,1,1200
22.9,1009.1,20.8,0,0.8,1500
22.5,1008.8,20.6,0,0.7,1400
22.1,1008.7,20.6,0,0.6,1400
21.9,1008.4,20.7,0,1.1,1400
21.7,1008.4,20.5,0,0.8,1400
21.3,1008.6,20.1,0,0.9,1300
21.5,1009,20.3,0,0.7,1200
22.5,1009.1,20.4,0,1.2,1200
23.7,1009.3,20.4,0,1.2,1200
25.2,1009.2,20.9,0,1.6,1300
26.8,1008.8,21.6,0,1,1400
28.4,1008.4,21.7,0,0.6,1400
29,1007.8,21,0,1.6,1300
29.9,1007,21.3,0,1.3,1400
30.3,1006.4,21.1,0,1.7,1300
30.1,1006.1,20.6,0,1.7,1200
29.9,1006.4,21,0,1.3,1100
28.5,1006.8,21.3,0,1.5,1100
26.7,1008.5,13.4,0,6.9,1200
23.4,1008.9,15.2,0,1.2,300
23,1008.8,16.3,0,1.6,400
22.1,1010,16.6,0,2.4,500
