"PM2.5","PM10","SO2","NO2","O3"
35,55,6,76,42
34,53,7,92,23
38,49,8,86,25
46,51,6,92,15
57,57,5,82,19
42,42,7,74,23
41,48,11,74,20
55,65,18,76,20
67,87,28,75,27
80,104,34,71,39
111,133,35,66,54
130,152,34,63,75
167,169,32,57,110
239,239,31,53,150
227,227,29,47,196
190,190,28,41,221
177,177,25,41,231
194,194,25,66,178
174,174,21,87,133
198,198,14,91,97
216,216,11,156,29
226,226,8,186,4
230,230,6,180,4
236,236,5,174,4
246,246,7,181,4
243,243,5,164,3
236,236,4,150,5
232,232,4,146,4
238,238,4,150,4
200,200,6,126,14
165,165,11,74,69
150,157,14,52,108
145,145,15,40,143
151,155,16,44,179
160,160,17,49,209
160,161,17,47,251
156,156,14,39,273
97,97,12,28,253
78,78,12,25,237
85,157,13,29,245
104,163,15,33,232
138,138,14,34,186
119,119,14,37,156
131,131,16,36,142
146,146,15,36,132
163,163,17,31,142
169,169,19,32,150
177,177,19,40,126
170,170,16,36,114
172,172,17,43,88
190,190,20,56,51
195,195,21,56,47
195,195,22,48,58
182,182,26,52,55
192,192,45,66,65
196,196,54,54,94
203,203,54,47,124
214,214,55,49,146
226,226,51,47,178
221,221,43,39,219
231,231,38,38,251
236,236,33,33,270
217,217,31,33,280
187,187,27,36,254
182,182,24,50,234
229,229,22,63,201
251,251,22,74,150
192,192,20,67,115
165,165,10,41,100
44,97,9,37,100
49,50,9,36,105
98,98,8,34,118
128,128,4,18,80
62,78,2,11,88
36,36,2,10,92
32,65,2,8,97
27,79,2,11,95
37,84,2,14,89
75,230,2,13,83
79,208,2,14,74
49,122,2,18,75
37,37,2,16,80
23,41,2,16,77
25,35,2,13,71
34,47,2,14,63
33,41,2,15,56
52,58,2,13,58
50,61,2,19,55
33,51,2,18,58
44,63,2,22,45
54,89,2,34,32
58,102,2,27,44
53,96,2,24,49
43,75,2,27,46
39,77,2,42,28
38,84,2,59,8
35,75,2,61,2
38,58,2,56,5
34,62,2,54,2
29,29,2,49,8
18,18,2,46,24
45,45,4,47,35
8,26,4,44,41
15,52,2,27,61
17,61,2,17,79
4,31,2,13,93
15,31,2,11,104
14,35,2,10,109
3,37,2,8,108
10,71,2,10,105
16,107,2,11,103
4,108,2,13,99
18,81,2,16,96
12,72,2,26,85
15,59,2,36,72
12,40,2,50,58
14,37,2,73,34
14,45,2,93,13
20,55,2,104,3
31,52,2,106,3
78,78,2,105,3
43,45,2,104,3
58,58,2,103,3
24,39,2,95,3
32,32,2,89,4
90,90,2,77,9
33,76,4,78,8
52,52,3,61,26
62,65,4,57,42
30,36,4,57,59
28,32,3,49,78
31,31,2,28,105
24,44,2,24,123
10,28,3,20,141
18,50,5,26,154
11,40,4,26,145
53,78,6,64,100
38,46,8,64,78
37,37,8,54,65
23,56,9,87,26
31,61,8,97,9
32,78,10,105,2
36,71,9,94,5
35,54,8,79,10
19,25,7,53,41
68,68,11,50,45
36,36,14,54,43
29,51,20,68,31
44,63,27,67,32
109,109,31,71,32
34,61,32,58,50
56,68,29,44,77
40,68,25,35,94
48,61,21,34,101
39,65,19,31,116
49,59,18,33,123
59,80,19,35,133
63,76,18,37,137
56,84,17,38,142
67,93,18,50,130
74,108,16,63,104
74,91,12,66,79
81,96,11,64,68
74,74,7,43,74
104,427,2,13,95
189,775,2,10,96
248,909,2,11,81
283,995,2,10,73
194,762,2,9,76
91,323,2,9,78
44,120,2,10,78
21,65,2,11,80
13,67,2,16,74
10,54,2,17,74
13,46,2,14,79
15,49,2,14,81
16,45,2,11,88
9,30,2,10,92
5,24,2,9,97
20,20,2,7,99
15,15,2,11,94
18,18,2,12,94
6,6,2,11,94
6,10,2,12,89
3,10,2,17,80
14,19,2,20,75
20,23,2,23,70
20,20,2,24,68
14,21,2,16,77
18,22,2,17,75
25,25,2,21,71
16,16,2,27,65
13,16,2,37,53
13,13,2,39,51
14,20,2,45,43
20,39,2,64,22
16,16,4,50,36
24,26,4,32,59
21,21,3,17,80
3,15,2,10,96
8,23,2,11,101
36,36,2,13,108
10,10,2,14,117
37,37,2,18,124
21,33,2,16,143
24,45,2,18,140
18,27,2,19,136
27,56,2,25,133
26,61,4,42,102
27,80,12,51,67
74,74,13,65,42
78,78,12,69,34
69,72,12,59,39
49,74,18,72,21
59,80,19,72,17
61,78,24,61,24
62,89,21,68,16
69,92,18,75,9
58,77,17,87,6
67,103,19,90,8
98,121,25,94,16
101,132,32,96,29
92,118,40,62,78
185,185,28,35,119
69,82,24,24,167
60,60,20,25,168
44,53,14,23,153
41,83,11,26,137
35,59,9,23,125
25,47,9,26,108
25,40,7,30,92
22,44,9,27,87
28,38,9,25,83
29,42,8,30,71
27,33,7,30,66
31,32,7,34,58
36,36,8,52,40
39,43,9,47,44
40,59,10,64,27
46,66,12,88,11
104,104,12,67,36
71,76,12,64,45
107,107,9,50,66
49,82,8,35,87
45,82,5,19,111
27,55,2,20,77
25,25,2,17,79
21,21,2,15,86
23,23,2,16,88
24,24,2,21,83
30,30,2,26,79
26,26,2,37,65
27,36,2,48,44
32,33,2,66,24
32,32,2,96,3
35,38,2,98,2
39,45,2,90,2
49,61,2,86,2
45,45,2,81,2
35,35,2,80,2
31,31,2,63,5
19,19,2,45,22
24,24,2,48,22
34,45,3,49,28
35,57,4,45,44
31,71,3,43,63
16,40,3,36,91
49,49,2,30,110
33,33,2,24,126
31,40,2,22,144
28,55,3,20,169
31,60,3,19,173
38,74,3,28,162
38,62,4,29,154
46,103,8,38,144
67,125,14,47,140
69,89,13,46,142
72,92,13,45,139
79,109,12,35,141
79,79,11,31,131
82,82,16,34,116
111,111,19,27,132
126,126,18,25,132
130,130,17,26,124
134,134,16,31,110
133,133,14,42,102
141,141,12,50,86
146,146,14,46,97
159,159,16,38,115
167,167,18,31,139
171,171,17,30,158
203,203,17,26,181
182,182,16,24,195
175,175,16,27,196
167,167,18,30,195
158,158,17,34,186
138,138,11,34,181
142,142,9,43,162
137,137,7,45,138
149,149,9,58,112
141,141,13,45,131
153,153,11,50,107
181,182,4,58,67
198,198,3,78,35
188,188,5,42,77
32,32,3,11,85
3,5,3,7,81
3,5,8,44,44
3,5,8,46,47
12,12,8,23,74
23,23,8,28,75
18,18,8,26,80
23,39,8,21,89
5,21,8,21,89
15,25,7,20,99
23,23,7,21,99
18,21,7,25,97
8,30,7,28,94
15,47,7,45,76
23,73,8,78,41
45,68,8,112,9
105,125,10,114,11
47,72,9,109,12
41,90,10,103,11
44,92,10,100,10
38,90,9,90,9
31,61,9,86,9
33,76,12,93,10
38,105,11,90,15
56,121,12,116,19
37,67,12,64,77
27,27,13,26,122
33,53,23,27,136
33,57,25,29,142
46,64,24,28,160
34,57,21,32,149
26,46,13,34,138
23,45,11,41,123
29,55,11,53,104
29,54,11,61,85
36,65,13,65,76
37,87,14,66,67
38,70,14,62,65
41,65,14,56,64
35,70,9,44,76
35,47,5,31,90
21,22,2,19,110
18,18,2,20,105
25,25,2,43,74
28,28,2,51,72
35,35,2,51,72
35,35,2,52,69
38,38,2,49,72
41,41,2,48,68
48,48,2,49,67
46,46,2,42,74
44,44,2,45,67
39,39,2,49,57
47,47,2,52,58
49,49,2,59,43
47,47,2,56,45
51,51,2,59,36
55,55,2,67,25
61,61,2,58,26
67,67,2,51,24
71,71,2,58,16
70,70,2,61,12
70,70,2,80,3
72,72,2,79,3
68,68,2,66,5
66,66,2,65,7
42,42,2,67,12
17,35,4,51,31
15,23,2,33,58
8,20,2,21,77
6,15,2,17,85
6,11,2,17,86
10,10,2,18,88
10,10,2,16,94
6,16,2,17,95
3,9,2,18,95
3,12,2,22,92
9,16,2,26,88
19,27,2,45,73
30,56,2,113,8
30,65,2,109,11
30,66,2,116,6
39,84,2,118,8
27,62,6,88,24
18,42,2,76,24
18,38,2,96,6
18,51,2,92,2
26,70,2,88,3
46,104,2,92,3
51,113,3,96,3
13,16,2,12,135
10,39,2,20,133
9,36,2,19,136
20,43,2,25,127
19,45,4,31,115
29,78,9,42,103
28,86,10,46,97
39,91,13,41,103
41,89,15,38,102
43,80,15,39,92
41,81,13,43,78
47,83,8,60,50
45,98,5,102,5
45,97,3,100,2
48,103,4,97,2
52,115,6,94,4
68,141,12,99,10
78,149,18,101,26
89,152,17,108,43
87,142,15,93,86
97,161,15,109,97
99,142,25,55,193
90,131,23,32,247
69,106,20,24,254
54,79,17,21,237
45,81,15,25,220
57,102,17,31,223
63,126,22,31,233
68,119,18,41,193
56,106,10,49,150
51,109,8,52,122
42,115,7,50,104
47,105,7,42,105
44,95,6,40,97
44,94,10,30,100
47,87,12,23,112
42,84,11,27,100
52,91,12,33,95
50,94,11,47,80
63,104,16,53,75
71,113,22,55,81
72,117,21,48,101
74,121,18,38,132
82,112,18,26,171
63,99,14,20,192
49,86,11,15,196
44,64,8,13,191
45,67,7,15,197
50,79,8,16,209
52,88,8,19,216
53,90,8,23,212
56,99,8,28,196
59,84,8,31,185
62,96,8,40,165
68,106,10,39,161
68,109,10,49,131
78,113,10,45,131
75,93,11,33,149
78,101,13,30,142
85,108,14,32,133
87,107,14,39,119
95,104,16,45,111
97,105,19,56,99
98,120,27,64,92
118,140,34,67,96
123,148,35,62,115
107,144,30,46,216
98,110,25,34,208
83,89,22,22,244
76,93,21,21,253
75,86,20,21,255
64,76,17,22,256
60,79,13,21,262
63,90,12,25,268
61,91,12,30,257
64,104,12,34,248
73,103,12,43,230
80,124,15,53,189
92,137,29,46,203
87,116,30,49,176
75,97,26,45,157
70,82,21,38,142
96,134,14,117,41
120,145,11,149,7
115,127,14,136,19
104,111,14,115,25
117,117,13,85,41
113,114,20,84,39
121,147,29,86,46
124,140,37,67,78
107,120,39,50,117
108,118,39,48,144
101,106,37,38,195
92,105,32,29,231
99,99,29,26,258
96,96,30,26,275
81,81,26,25,268
66,74,17,25,234
39,43,10,27,206
45,92,12,35,202
54,90,16,41,172
67,123,23,51,147
80,132,24,61,103
80,118,21,69,73
84,120,20,82,49
87,115,16,95,29
83,90,15,92,34
78,88,15,90,37
87,98,17,89,33
100,100,19,83,28
110,110,20,84,25
106,109,26,75,32
91,104,31,67,63
86,88,27,54,101
81,94,28,41,133
81,93,27,40,155
85,95,31,37,187
94,104,35,28,235
77,88,33,20,255
68,75,26,18,254
57,67,22,18,240
43,47,13,17,217
31,40,7,17,194
25,43,7,20,177
40,83,15,30,191
45,72,13,30,173
35,65,9,47,128
43,69,7,62,89
50,84,6,93,48
61,116,7,145,3
73,132,12,149,2
67,117,11,146,2
72,123,12,143,4
77,127,12,128,2
69,104,11,127,9
43,65,8,73,59
40,73,8,56,87
35,102,7,37,113
38,104,7,32,124
45,116,8,35,136
52,107,9,34,164
50,109,9,19,197
42,75,10,13,221
44,59,11,13,229
45,64,11,14,237
41,48,9,15,228
39,57,8,19,217
43,71,8,29,196
34,56,6,35,168
38,63,7,38,167
58,91,11,77,118
70,120,15,76,117
68,117,14,54,131
57,87,15,39,132
47,85,14,29,140
65,116,17,70,67
82,160,22,103,16
70,122,20,87,17
79,122,21,86,17
91,118,24,91,16
97,139,27,93,26
100,143,28,100,39
93,121,31,91,78
95,113,32,64,131
91,106,28,44,174
90,101,23,32,191
76,120,22,27,190
70,74,12,25,169
66,66,11,29,153
58,58,6,34,132
50,50,2,34,108
16,16,2,24,79
5,5,2,23,74
10,10,2,26,64
4,5,2,33,52
8,8,2,35,46
12,12,2,43,33
10,10,2,56,20
9,9,2,62,14
9,25,2,74,5
20,38,2,47,24
39,44,2,39,42
44,44,3,45,37
43,43,4,48,42
28,36,4,36,65
20,26,2,24,83
15,16,2,17,99
22,32,2,17,120
14,25,2,13,131
21,21,2,12,142
9,9,2,11,141
9,18,2,12,136
16,26,2,16,140
14,59,3,20,145
21,61,5,26,140
16,43,6,26,126
23,76,7,30,116
16,93,2,16,107
8,31,2,12,112
5,32,2,16,104
3,32,2,27,75
8,8,2,37,71
13,13,2,13,97
10,10,2,13,92
11,17,2,15,86
10,11,2,25,76
4,7,2,29,75
11,27,2,30,77
4,29,2,25,84
11,26,2,24,87
5,25,2,20,97
12,18,2,14,109
10,19,2,13,115
14,14,2,13,117
14,29,2,16,140
16,26,2,16,145
12,34,2,22,136
15,37,2,27,125
15,50,2,29,118
17,38,2,25,104
17,35,2,46,77
20,58,2,70,49
22,51,2,76,34
22,39,2,95,12
31,87,2,104,2
28,66,2,103,2
28,57,2,100,2
34,111,2,62,58
42,169,2,11,94
34,125,2,16,90
35,133,3,29,73
26,102,2,25,77
23,57,2,15,91
15,45,2,10,101
12,36,2,9,108
15,31,2,9,113
21,27,2,7,119
18,19,2,6,124
14,14,2,5,129
14,14,2,7,129
15,18,2,11,126
8,25,2,13,122
16,38,2,20,119
23,51,2,36,122
18,60,2,43,104
28,73,2,56,88
23,74,3,59,79
26,75,6,55,83
26,70,6,48,87
23,76,9,49,79
39,85,12,71,49
39,90,10,86,30
42,106,7,98,11
52,158,6,107,4
51,149,6,103,4
63,153,9,116,9
71,156,10,139,14
86,183,13,161,23
68,102,13,87,103
51,76,11,36,156
41,63,11,21,172
46,93,15,22,179
61,131,29,21,200
63,131,34,21,199
61,125,23,24,180
44,131,13,28,178
73,185,24,38,173
77,135,33,45,139
42,97,18,38,116
29,82,12,31,111
26,61,9,30,101
24,51,8,32,92
23,52,8,33,84
22,58,8,36,74
29,58,9,36,71
25,61,8,42,51
27,64,7,52,42
32,70,7,71,24
38,102,9,75,25
61,137,10,89,29
53,95,12,77,57
46,64,13,40,129
38,45,11,20,161
42,50,11,17,180
47,51,11,17,190
45,62,12,15,210
44,60,12,15,216
37,68,11,16,208
41,65,15,18,206
34,58,10,19,187
36,84,8,23,179
41,76,10,28,172
45,78,12,31,168
47,89,14,26,156
50,83,12,28,137
63,82,13,32,118
63,90,12,35,100
67,89,10,37,91
73,87,7,57,59
72,90,5,69,39
70,94,6,102,13
72,102,5,94,20
52,52,6,54,53
15,15,2,18,78
4,27,2,11,85
3,29,2,11,88
5,28,2,10,94
5,17,2,10,102
7,18,2,8,112
13,17,2,9,122
11,11,2,12,138
14,25,2,17,155
15,45,2,20,170
13,64,2,20,178
20,81,2,26,173
25,111,4,35,152
53,162,15,38,152
53,135,16,40,127
53,133,16,44,110
52,131,15,43,98
53,129,16,47,75
47,113,14,77,29
44,111,13,78,20
39,102,10,77,6
41,91,10,77,2
50,99,12,71,8
45,99,16,70,11
52,131,20,74,15
64,149,23,79,29
78,160,24,63,72
83,157,24,68,101
91,170,21,72,140
102,169,19,77,175
104,185,18,63,242
116,162,18,36,327
116,169,21,31,316
116,145,22,30,309
103,141,22,37,292
110,175,25,42,278
119,181,29,48,250
110,159,29,47,211
106,152,24,61,153
100,136,18,67,115
75,122,14,52,111
71,123,13,46,106
59,107,13,29,127
53,104,11,30,113
61,114,10,57,68
82,163,10,42,75
108,114,12,37,73
47,116,9,20,83
40,121,11,26,67
24,118,14,29,58
32,119,17,33,56
36,134,18,32,62
29,111,17,32,68
36,115,18,30,78
36,142,19,29,88
31,152,18,30,92
28,150,13,31,90
32,150,13,33,95
20,133,10,38,94
22,116,8,41,93
29,119,8,49,78
37,134,9,65,57
34,138,8,55,63
23,58,4,38,62
20,20,5,31,68
24,34,10,34,56
16,40,9,38,47
19,46,9,43,42
23,42,10,68,12
24,50,9,80,3
23,70,10,81,4
28,82,10,76,9
33,81,9,73,15
32,96,8,69,28
36,106,7,64,43
37,98,9,48,66
35,56,8,36,95
28,45,7,29,119
28,39,6,27,142
37,37,5,25,154
32,58,5,23,181
45,81,6,30,210
38,72,6,30,200
36,62,6,36,180
39,73,7,37,174
32,78,6,42,147
36,75,6,58,115
45,65,8,56,96
35,68,8,48,91
36,69,8,60,62
34,67,8,61,52
32,58,11,50,60
39,74,10,65,39
37,73,8,74,22
45,92,9,102,4
61,136,11,102,4
60,140,13,118,7
74,141,15,124,17
73,140,15,109,55
76,128,16,98,108
60,73,14,32,203
44,67,12,15,224
47,56,10,14,223
40,46,9,14,228
44,62,11,18,239
42,69,14,22,229
38,60,10,27,208
34,69,8,32,199
37,60,8,35,185
43,73,8,57,145
48,72,8,84,103
46,78,16,61,121
45,85,22,51,117
50,76,26,51,98
53,78,26,53,82
57,93,25,51,77
57,92,18,89,15
69,116,18,123,3
78,131,20,118,4
84,130,23,106,9
86,115,36,111,24
94,140,38,100,54
93,127,31,82,97
97,144,31,89,111
105,153,33,76,152
87,114,29,55,196
94,111,30,40,238
81,81,24,26,238
64,73,21,24,245
80,145,24,26,255
93,154,28,35,255
107,142,36,34,244
109,168,37,45,204
113,165,26,42,181
107,144,22,43,157
96,115,23,43,134
77,77,18,31,131
73,84,19,31,118
77,88,15,32,107
67,84,17,25,117
71,94,17,26,105
80,107,18,29,90
87,114,18,36,74
87,136,20,41,67
96,120,23,45,77
106,154,24,51,90
119,165,27,60,112
107,107,26,35,180
90,117,21,25,210
99,99,21,19,236
89,98,19,16,255
85,100,19,16,270
72,72,15,16,258
72,105,12,15,257
73,100,12,20,248
79,112,12,22,238
85,129,13,28,215
88,121,12,42,173
79,118,14,48,155
80,126,13,52,128
94,161,21,58,124
110,164,24,54,104
100,116,15,41,82
70,70,11,37,65
51,51,7,36,52
45,45,6,35,54
47,47,7,37,54
60,62,12,49,42
65,82,18,51,45
71,76,24,42,68
75,97,30,37,95
82,99,31,41,116
91,93,31,39,160
103,108,26,32,204
98,98,20,21,242
82,82,14,17,244
81,81,13,18,245
75,86,12,21,251
73,102,13,22,255
58,141,16,33,190
45,57,14,34,145
37,89,11,36,119
30,68,10,41,85
39,76,9,50,60
52,68,8,51,49
53,54,6,55,38
42,42,5,59,27
52,52,5,48,35
66,66,7,32,54
83,83,7,30,52
77,77,6,28,58
80,80,8,40,55
88,88,12,44,61
90,90,13,46,62
98,98,13,36,91
105,105,15,37,121
115,115,15,34,167
119,119,14,25,215
129,129,13,23,243
128,128,12,23,258
131,131,11,23,269
128,128,11,25,277
128,128,10,25,266
135,147,11,33,253
137,144,12,34,249
117,121,12,40,225
61,215,3,24,147
67,67,2,20,137
70,70,2,21,134
65,65,2,20,136
68,68,2,21,116
70,70,2,22,101
68,68,2,18,97
51,51,2,19,93
43,43,2,16,77
32,33,2,22,59
38,51,2,33,47
30,55,2,35,48
29,60,2,30,64
39,75,2,24,81
35,98,2,19,107
49,106,3,22,126
71,105,5,25,135
61,92,6,22,150
69,84,4,23,158
65,81,3,25,155
60,70,2,29,148
62,84,2,37,142
71,92,2,41,129
87,93,2,40,113
89,89,2,36,96
92,92,2,32,90
94,94,2,29,93
85,85,2,26,90
92,92,2,24,84
101,101,2,26,68
112,112,2,28,56
114,114,2,30,50
119,119,2,32,41
134,134,2,50,28
137,137,2,66,21
144,144,2,51,49
126,126,3,29,99
122,122,3,25,141
124,124,2,27,179
107,107,3,27,211
107,107,3,30,239
115,115,2,30,257
103,103,2,26,234
133,133,2,32,233
129,129,3,30,209
180,180,4,38,224
220,220,6,43,224
219,219,6,53,181
190,190,4,53,164
188,188,4,60,152
189,189,5,60,120
183,183,6,55,86
175,175,8,60,52
129,129,10,52,51
132,132,8,54,44
136,136,5,55,33
137,137,4,66,14
150,150,7,63,25
159,159,11,56,50
170,170,15,52,84
183,183,16,59,113
157,157,17,50,177
101,101,17,22,218
82,82,17,19,229
65,70,14,19,233
66,66,7,17,228
57,125,4,18,229
54,95,4,20,231
53,58,2,22,208
43,89,2,28,193
47,94,2,31,177
56,156,2,36,159
54,218,2,20,157
58,58,2,18,140
62,62,2,31,104
43,43,2,19,120
63,63,2,18,113
62,62,2,15,105
61,61,2,14,107
54,54,2,15,96
47,47,2,18,92
54,54,2,34,74
61,61,2,37,85
68,68,2,31,103
79,79,2,25,126
91,92,2,22,159
115,115,2,29,181
128,128,2,28,223
114,114,3,23,259
100,100,3,19,241
60,60,2,16,155
29,29,2,24,119
10,10,2,17,113
13,13,2,14,94
9,9,2,13,81
3,16,2,17,74
11,11,2,27,59
3,8,2,22,60
8,22,2,25,54
13,13,2,22,55
10,10,2,20,53
3,10,2,18,55
7,10,2,19,45
3,16,2,20,45
10,25,2,26,39
15,16,2,29,39
14,14,2,21,61
4,5,2,11,84
8,11,2,8,92
5,6,2,5,99
13,13,2,5,103
11,11,2,4,107
17,19,2,5,120
7,7,2,8,137
13,13,2,7,137
7,29,2,10,125
5,10,2,13,120
11,16,2,27,117
21,33,2,35,109
15,22,2,56,80
24,43,2,77,49
26,75,2,88,24
40,113,3,111,4
57,135,4,32,66
84,84,5,22,74
76,76,4,22,72
88,88,4,20,71
93,93,4,26,55
94,94,5,27,53
98,98,8,32,55
103,103,10,39,54
106,106,13,38,65
114,114,13,42,80
120,120,14,42,107
107,107,14,38,160
79,79,12,22,211
54,54,9,15,222
37,40,7,16,206
43,43,7,18,206
36,36,7,19,216
41,41,7,25,218
40,40,6,31,203
35,64,6,41,179
69,226,7,58,170
85,85,9,51,153
62,62,12,44,125
44,83,12,43,101
96,141,8,58,75
86,86,4,26,125
65,65,2,21,128
66,66,2,24,90
56,56,2,36,77
39,39,2,26,97
34,34,2,32,94
38,38,2,37,89
37,52,2,38,84
34,34,2,38,81
37,37,2,24,98
44,53,2,31,94
42,42,2,42,81
35,35,2,44,76
42,42,2,35,85
47,47,2,35,93
46,46,2,38,81
54,54,2,38,78
54,54,2,42,80
54,54,2,35,87
57,57,2,33,89
55,55,2,27,94
56,56,2,32,82
59,59,2,33,76
65,65,2,32,50
70,70,2,36,43
64,64,2,29,65
60,60,2,23,85
64,64,2,27,78
58,58,2,31,74
55,55,2,37,67
48,48,2,35,66
47,47,2,42,56
42,42,3,33,77
30,30,2,21,101
16,16,2,37,75
22,22,2,41,65
20,20,2,28,71
20,20,2,27,75
19,23,2,28,67
21,27,2,38,48
29,29,2,41,46
20,20,2,37,56
16,16,2,25,80
12,12,2,40,58
14,25,2,34,48
17,17,2,73,10
21,21,2,60,25
18,18,2,54,47
12,25,2,36,72
16,27,2,32,86
8,14,2,21,108
11,35,2,16,126
11,17,2,14,140
14,61,2,16,147
19,19,2,18,155
20,38,2,22,180
32,107,2,26,186
29,138,2,42,128
35,35,2,79,102
38,75,2,78,97
30,35,2,55,101
21,28,2,28,107
21,37,2,47,63
21,32,2,62,37
25,34,2,90,2
28,39,2,91,2
25,45,2,85,2
24,34,2,86,2
25,48,2,74,2
27,33,2,60,3
19,27,2,54,13
23,40,2,45,36
27,50,2,44,55
26,27,2,44,74
31,31,2,42,101
27,27,2,36,136
34,45,2,40,160
12,12,2,17,178
17,17,2,22,169
18,21,2,32,146
18,25,2,46,104
27,42,2,93,57
33,68,2,96,55
26,82,2,77,75
35,83,2,100,40
37,94,2,117,7
41,104,3,104,15
48,138,8,67,38
35,90,3,92,6
25,40,2,56,35
29,41,2,62,23
34,56,2,70,14
27,56,2,53,30
25,56,2,42,46
28,58,2,41,53
14,38,2,12,106
17,30,2,14,134
23,29,2,17,133
19,33,2,19,125
17,36,2,22,107
16,34,2,43,70
22,40,2,40,66
21,49,2,58,49
20,51,2,59,52
19,48,2,67,35
28,59,2,91,10
31,61,2,103,2
39,70,2,99,2
45,123,2,92,2
51,108,2,88,2
42,82,2,87,2
37,68,2,80,2
39,67,2,73,2
37,75,2,67,2
45,90,3,72,2
41,82,3,74,6
50,74,3,67,29
47,71,3,62,69
58,89,4,86,91
59,77,5,46,178
44,54,5,21,227
40,51,6,16,228
41,60,8,17,224
44,65,8,19,224
49,67,7,22,224
45,69,7,24,214
38,68,5,28,198
47,67,5,31,190
51,82,5,42,166
59,105,5,56,128
76,107,7,48,136
71,83,7,42,129
58,64,5,34,115
48,61,5,35,99
50,67,4,35,91
57,62,7,28,99
51,64,12,30,98
64,77,11,37,85
79,112,7,78,40
111,139,7,92,39
121,139,7,73,84
106,116,7,41,163
89,103,7,32,218
74,86,6,25,252
60,65,5,27,278
53,54,4,24,279
33,44,4,16,227
32,35,4,16,204
23,30,3,20,187
32,41,3,23,201
30,48,3,30,187
39,51,4,52,146
48,89,5,61,134
111,182,9,47,223
144,152,14,37,231
153,153,18,35,195
166,166,18,35,170
166,166,18,34,148
155,155,16,42,120
102,102,13,29,118
68,68,8,27,127
66,66,6,38,111
56,81,4,79,50
63,81,5,61,81
75,85,7,39,137
86,86,8,26,210
80,82,8,21,242
81,81,7,19,261
71,71,5,16,258
62,62,5,15,260
55,62,5,18,258
64,75,5,23,258
61,74,4,31,238
59,103,2,32,219
53,76,2,37,178
45,46,2,37,156
52,58,2,52,119
61,61,2,50,123
73,73,2,38,140
79,79,2,36,124
76,76,2,41,105
76,76,2,44,95
90,90,2,62,45
105,105,2,66,32
115,115,2,68,27
129,129,2,70,24
156,156,2,50,62
172,172,2,37,92
181,181,2,26,135
169,169,2,32,171
151,151,3,29,228
157,157,4,25,263
109,109,3,20,276
98,98,3,17,256
99,99,2,21,247
111,111,2,26,251
106,106,2,30,250
106,106,2,33,242
56,82,2,23,168
21,44,2,43,111
37,98,2,33,123
46,61,2,36,113
48,51,2,37,102
42,42,2,27,114
33,33,2,21,122
26,26,2,24,112
27,27,2,30,91
29,29,2,35,76
31,50,2,42,65
32,34,2,44,60
35,39,2,62,52
41,53,2,54,70
44,63,2,42,99
56,69,2,45,120
74,93,2,53,143
77,97,2,41,207
77,84,2,25,244
73,77,2,21,234
67,82,2,21,246
75,82,2,26,247
81,105,2,34,248
74,74,2,37,212
51,69,2,54,148
48,93,2,74,98
111,201,2,60,159
102,102,4,43,140
63,73,2,42,109
57,72,2,40,93
48,83,4,43,79
44,82,4,41,76
45,91,3,45,48
73,127,2,92,8
115,131,3,58,40
129,129,4,43,58
129,129,5,47,77
80,80,5,35,92
60,71,4,41,71
61,110,3,46,73
124,140,12,46,104
125,125,17,39,116
97,97,16,36,135
81,81,16,28,165
50,50,11,21,184
48,57,9,26,188
72,89,11,40,205
84,97,10,35,207
96,104,6,40,198
81,81,5,38,172
43,92,2,20,112
32,46,2,38,84
42,44,2,54,63
49,61,2,75,38
48,64,2,85,24
49,79,2,99,2
53,67,2,93,2
37,37,2,87,2
29,29,2,76,4
13,13,2,55,21
13,18,2,42,39
17,29,2,29,58
14,19,2,19,75
11,12,2,11,86
10,17,2,11,93
12,12,2,11,101
13,18,2,12,105
8,20,2,14,100
3,14,2,13,96
9,35,2,17,88
10,21,2,17,86
7,17,2,20,81
13,34,2,22,83
8,34,2,30,74
6,23,2,25,82
8,17,2,27,77
3,13,2,23,78
8,14,2,31,64
11,15,2,28,64
4,11,2,22,69
8,14,2,31,52
6,19,2,30,49
11,30,2,43,37
16,34,2,43,36
12,39,2,43,41
8,22,2,20,71
10,26,2,14,84
10,26,2,10,98
14,23,2,8,107
24,24,2,7,107
23,23,2,7,115
21,21,2,5,119
20,22,2,6,123
24,32,2,5,125
26,38,2,15,119
24,76,2,31,158
27,51,2,54,115
34,66,2,71,76
38,73,2,72,65
39,68,2,60,75
36,73,3,64,63
35,83,3,76,42
43,98,3,104,14
54,113,3,118,2
52,104,3,107,2
52,90,2,92,2
52,72,2,72,8
41,55,2,46,34
40,57,2,51,48
38,72,3,47,70
38,66,2,40,97
42,111,4,43,144
51,84,7,48,195
60,89,8,35,257
40,51,3,17,242
35,49,2,14,185
33,71,3,15,190
36,86,5,17,194
45,82,8,23,178
48,82,13,31,186
41,76,10,42,147
50,89,10,50,136
41,79,6,51,119
40,74,6,51,107
43,83,6,49,101
48,85,9,47,102
52,89,11,40,112
54,90,11,36,124
56,86,11,36,113
55,90,11,35,117
67,112,14,51,100
75,113,16,48,95
66,100,13,68,72
53,94,8,60,75
55,82,3,50,82
62,78,8,57,91
73,77,10,44,143
61,69,10,30,191
96,121,12,37,180
71,90,10,34,174
78,88,2,33,141
73,73,2,50,119
81,81,5,45,149
73,73,4,46,138
44,44,3,31,138
41,62,2,29,143
41,41,2,26,144
